Ligand receptor pair,Source,PMID support,Ligand gene symbol,Ligand HGNC ID,Ligand location,Receptor gene symbol,Receptor HGNC ID,HGNC L R,secondary source?
SEMA4D ERBB2,Ramilowski_2015_Literature_supported,"15210733,",SEMA4D,HGNC:10732,plasma membrane,ERBB2,HGNC:3430,HGNC:10732 HGNC:3430,
SEMA4D MET,Ramilowski_2015_Literature_supported,"12198496,",SEMA4D,HGNC:10732,plasma membrane,MET,HGNC:7029,HGNC:10732 HGNC:7029,
SEMA4D PLXNB1,Ramilowski_2015_Literature_supported,"10520995, 12198496,11937491,",SEMA4D,HGNC:10732,plasma membrane,PLXNB1,HGNC:9103,HGNC:10732 HGNC:9103,CellphoneDB
SEMA4D PLXNB2,Ramilowski_2015_Literature_supported,"15330859,",SEMA4D,HGNC:10732,plasma membrane,PLXNB2,HGNC:9104,HGNC:10732 HGNC:9104,CellphoneDB
SEMA4G PLXNB2,Ramilowski_2015_Literature_supported,"21122816,",SEMA4G,HGNC:10735,plasma membrane,PLXNB2,HGNC:9104,HGNC:10735 HGNC:9104,CellphoneDB
SEMA5A MET,Ramilowski_2015_Literature_supported,"15218527,",SEMA5A,HGNC:10736,plasma membrane,MET,HGNC:7029,HGNC:10736 HGNC:7029,
SEMA5A PLXNB3,Ramilowski_2015_Literature_supported,"15218527,",SEMA5A,HGNC:10736,plasma membrane,PLXNB3,HGNC:9105,HGNC:10736 HGNC:9105,CellphoneDB
SEMA6A PLXNA2,Ramilowski_2015_Literature_supported,"18327254,",SEMA6A,HGNC:10738,plasma membrane,PLXNA2,HGNC:9100,HGNC:10738 HGNC:9100,
SEMA6A PLXNA4,Ramilowski_2015_Literature_supported,"20606624,",SEMA6A,HGNC:10738,plasma membrane,PLXNA4,HGNC:9102,HGNC:10738 HGNC:9102,
SEMA6B PLXNA2,Hou et al. 2020 (this publication),"25209245,",SEMA6B,HGNC:10739,plasma membrane,PLXNA2,HGNC:9100,HGNC:10739 HGNC:9100,
SEMA6D KDR,Ramilowski_2015_Literature_supported,"14977921,",SEMA6D,HGNC:16770,plasma membrane,KDR,HGNC:6307,HGNC:16770 HGNC:6307,
SEMA6D PLXNA1,Ramilowski_2015_Literature_supported,"14977921,14977921,",SEMA6D,HGNC:16770,plasma membrane,PLXNA1,HGNC:9099,HGNC:16770 HGNC:9099,
SEMA6D TREM2,Ramilowski_2015_Literature_supported,"16715077,",SEMA6D,HGNC:16770,plasma membrane,TREM2,HGNC:17761,HGNC:16770 HGNC:17761,
SEMA6D TYROBP,Ramilowski_2015_Literature_supported,"16715077,",SEMA6D,HGNC:16770,plasma membrane,TYROBP,HGNC:12449,HGNC:16770 HGNC:12449,
SEMA7A ITGA1,Ramilowski_2015_Literature_supported,"7377534,",SEMA7A,HGNC:10741,plasma membrane,ITGA1,HGNC:6134,HGNC:10741 HGNC:6134,
SEMA7A ITGB1,Ramilowski_2015_Literature_supported,"7377534,",SEMA7A,HGNC:10741,plasma membrane,ITGB1,HGNC:6153,HGNC:10741 HGNC:6153,
SEMA7A PLXNC1,Ramilowski_2015_Literature_supported,"10520995,10520995,",SEMA7A,HGNC:10741,plasma membrane,PLXNC1,HGNC:9106,HGNC:10741 HGNC:9106,CellphoneDB_flipped
SERPINA1 LRP1,Ramilowski_2015_Literature_supported,"8626456,15131125,",SERPINA1,HGNC:8941,secreted,LRP1,HGNC:6692,HGNC:8941 HGNC:6692,
SERPINC1 LRP1,Ramilowski_2015_Literature_supported,"8626456, 14596620,",SERPINC1,HGNC:775,secreted,LRP1,HGNC:6692,HGNC:775 HGNC:6692,
SERPINC1 SDC2,Ramilowski_2015_Literature_supported,"1315572,",SERPINC1,HGNC:775,secreted,SDC2,HGNC:10659,HGNC:775 HGNC:10659,
SERPINE1 LRP1,Ramilowski_2015_Literature_supported,"15001579,15001579,",SERPINE1,HGNC:8583,secreted,LRP1,HGNC:6692,HGNC:8583 HGNC:6692,
SERPINE1 LRP2,Ramilowski_2015_Literature_supported,"8344937,",SERPINE1,HGNC:8583,secreted,LRP2,HGNC:6694,HGNC:8583 HGNC:6694,
SERPINE2 LRP1,Ramilowski_2015_Literature_supported,"14596620,",SERPINE2,HGNC:8951,secreted,LRP1,HGNC:6692,HGNC:8951 HGNC:6692,
SERPINF1 PLXDC1,Hou et al. 2020 (this publication),"25535841,",SERPINF1,HGNC:8824,secreted,PLXDC1,HGNC:20945,HGNC:8824 HGNC:20945,
SERPINF1 PLXDC2,Hou et al. 2020 (this publication),"25535841,",SERPINF1,HGNC:8824,secreted,PLXDC2,HGNC:21013,HGNC:8824 HGNC:21013,
SERPING1 LRP1,Ramilowski_2015_Literature_supported,"9388254,",SERPING1,HGNC:1228,secreted,LRP1,HGNC:6692,HGNC:1228 HGNC:6692,
SERPING1 SELE,Ramilowski_2015_Literature_supported,"14568956,",SERPING1,HGNC:1228,secreted,SELE,HGNC:10718,HGNC:1228 HGNC:10718,
SERPING1 SELP,Ramilowski_2015_Literature_supported,"14568956,",SERPING1,HGNC:1228,secreted,SELP,HGNC:10721,HGNC:1228 HGNC:10721,
SERTAD1 AR,Hou et al. 2020 (this publication),"30230528,",SERTAD1,HGNC:17932,plasma membrane,AR,HGNC:644,HGNC:17932 HGNC:644,
SFRP1 FZD2,Ramilowski_2015_Literature_supported,"6172602,",SFRP1,HGNC:10776,secreted,FZD2,HGNC:4040,HGNC:10776 HGNC:4040,
SFRP1 FZD6,Ramilowski_2015_Literature_supported,"10347172,",SFRP1,HGNC:10776,secreted,FZD6,HGNC:4044,HGNC:10776 HGNC:4044,
SFRP2 FZD5,Hou et al. 2020 (this publication),"28840375 ,",SFRP2,HGNC:10777,secreted,FZD5,HGNC:4043,HGNC:10777 HGNC:4043,
SFTPA1 TLR2,Ramilowski_2015_Literature_supported,"11724772,",SFTPA1,HGNC:10798,secreted,TLR2,HGNC:11848,HGNC:10798 HGNC:11848,
SFTPA2 CD93,Ramilowski_2015_Literature_supported,"9476117,",SFTPA2,HGNC:10799,secreted,CD93,HGNC:15855,HGNC:10799 HGNC:15855,
SFTPD LAIR1,Hou et al. 2020 (this publication),"24585933,",SFTPD,HGNC:10803,secreted,LAIR1,HGNC:6477,HGNC:10803 HGNC:6477,
SFTPD SIRPA,Cabello-Aguilar et al. 2020 (SingleCellSignalR),"22511785,",SFTPD,HGNC:10803,secreted,SIRPA,HGNC:9662,HGNC:10803 HGNC:9662,
SHANK1 ADGRL1,Ramilowski_2015_Literature_supported,"10964907,10964907, 10958799,",SHANK1,HGNC:15474,plasma membrane,ADGRL1,HGNC:20973,HGNC:15474 HGNC:20973,
SHANK1 SSTR2,Ramilowski_2015_Literature_supported,"10551867, 11087996,",SHANK1,HGNC:15474,plasma membrane,SSTR2,HGNC:11331,HGNC:15474 HGNC:11331,
SHH BOC,Ramilowski_2015_Literature_supported,"17086203,",SHH,HGNC:10848,secreted,BOC,HGNC:17173,HGNC:10848 HGNC:17173,
SHH CDON,Ramilowski_2015_Literature_supported,"17086203,",SHH,HGNC:10848,secreted,CDON,HGNC:17104,HGNC:10848 HGNC:17104,
SHH GAS1,Cabello-Aguilar et al. 2020 (SingleCellSignalR),"17848687, 25535338,",SHH,HGNC:10848,secreted,GAS1,HGNC:4165,HGNC:10848 HGNC:4165,
SHH GPC5,Ramilowski_2015_Literature_supported,"21339334,",SHH,HGNC:10848,secreted,GPC5,HGNC:4453,HGNC:10848 HGNC:4453,
SHH HHIP,Ramilowski_2015_Literature_supported,"10050855,10050855,",SHH,HGNC:10848,secreted,HHIP,HGNC:14866,HGNC:10848 HGNC:14866,
SHH LRP2,Ramilowski_2015_Literature_supported,"22340494,",SHH,HGNC:10848,secreted,LRP2,HGNC:6694,HGNC:10848 HGNC:6694,
SHH PTCH1,Ramilowski_2015_Literature_supported,"9811851, 16867986,9811851,",SHH,HGNC:10848,secreted,PTCH1,HGNC:9585,HGNC:10848 HGNC:9585,
SHH PTCH2,Ramilowski_2015_Literature_supported,"9811851,",SHH,HGNC:10848,secreted,PTCH2,HGNC:9586,HGNC:10848 HGNC:9586,
SHH SMO,Ramilowski_2015_Literature_supported,"16867986,",SHH,HGNC:10848,secreted,SMO,HGNC:11119,HGNC:10848 HGNC:11119,
SIGLEC1 SPN,Efremova et al. 2020 (CellphoneDB),"11238599,",SIGLEC1,HGNC:11127,plasma membrane,SPN,HGNC:11249,HGNC:11127 HGNC:11249,
SIRPA CD47,Efremova et al. 2020 (CellphoneDB),"23602662, 10572074,",SIRPA,HGNC:9662,plasma membrane,CD47,HGNC:1682,HGNC:9662 HGNC:1682,
SIRPB2 CD47,Hou et al. 2020 (this publication),"15383453,",SIRPB2,HGNC:16247,secreted,CD47,HGNC:1682,HGNC:16247 HGNC:1682,
SIRPG CD47,Efremova et al. 2020 (CellphoneDB),"15294972,",SIRPG,HGNC:15757,plasma membrane,CD47,HGNC:1682,HGNC:15757 HGNC:1682,
SLAMF1 SLAMF1,Hou et al. 2020 (this publication),"18031695,",SLAMF1,HGNC:10903,plasma membrane,SLAMF1,HGNC:10903,HGNC:10903 HGNC:10903,
SLAMF6 SLAMF6,Hou et al. 2020 (this publication),"15153464, 31315913,",SLAMF6,HGNC:21392,plasma membrane,SLAMF6,HGNC:21392,HGNC:21392 HGNC:21392,
SLAMF7 SLAMF7,Hou et al. 2020 (this publication),"31358854, 15368295,",SLAMF7,HGNC:21394,plasma membrane; secreted,SLAMF7,HGNC:21394,HGNC:21394 HGNC:21394,
SLIT1 GPC1,Ramilowski_2015_Literature_supported,"10364234,10364234,",SLIT1,HGNC:11085,secreted,GPC1,HGNC:4449,HGNC:11085 HGNC:4449,
SLIT1 ROBO1,Ramilowski_2015_Literature_supported,"10433822,10433822,",SLIT1,HGNC:11085,secreted,ROBO1,HGNC:10249,HGNC:11085 HGNC:10249,
SLIT1 ROBO2,Hou et al. 2020 (this publication),"30547091 ,",SLIT1,HGNC:11085,secreted,ROBO2,HGNC:10250,HGNC:11085 HGNC:10250,
SLIT1 SDC1,Ramilowski_2015_Literature_supported,"10433822,",SLIT1,HGNC:11085,secreted,SDC1,HGNC:10658,HGNC:11085 HGNC:10658,
SLIT2 APP,Hou et al. 2020 (this publication),"28785723,",SLIT2,HGNC:11086,secreted,APP,HGNC:620,HGNC:11086 HGNC:620,
SLIT2 GPC1,Ramilowski_2015_Literature_supported,"10364234,11375980, 10364234,",SLIT2,HGNC:11086,secreted,GPC1,HGNC:4449,HGNC:11086 HGNC:4449,
SLIT2 ROBO1,Ramilowski_2015_Literature_supported,"10102268,10102268,",SLIT2,HGNC:11086,secreted,ROBO1,HGNC:10249,HGNC:11086 HGNC:10249,
SLIT2 ROBO2,Ramilowski_2015_Literature_supported,"15130495,10102268,",SLIT2,HGNC:11086,secreted,ROBO2,HGNC:10250,HGNC:11086 HGNC:10250,
SLIT2 ROBO4,Ramilowski_2015_Literature_supported,"15894287,",SLIT2,HGNC:11086,secreted,ROBO4,HGNC:17985,HGNC:11086 HGNC:17985,
SLIT2 SDC1,Ramilowski_2015_Literature_supported,"10102268, 15130495,",SLIT2,HGNC:11086,secreted,SDC1,HGNC:10658,HGNC:11086 HGNC:10658,
SLIT3 ROBO1,Hou et al. 2020 (this publication),"19741192,",SLIT3,HGNC:11087,secreted,ROBO1,HGNC:10249,HGNC:11087 HGNC:10249,
SLIT3 ROBO2,Ramilowski_2015_Literature_supported,"31180321,",SLIT3,HGNC:11087,secreted,ROBO2,HGNC:10250,HGNC:11087 HGNC:10250,
SLIT3 ROBO4,Hou et al. 2020 (this publication),"19741192,",SLIT3,HGNC:11087,secreted,ROBO4,HGNC:17985,HGNC:11087 HGNC:17985,
SLITRK1 PTPRD,Hou et al. 2020 (this publication),"23345436,",SLITRK1,HGNC:20297,plasma membrane,PTPRD,HGNC:9668,HGNC:20297 HGNC:9668,
SLITRK1 PTPRS,Hou et al. 2020 (this publication),"23345436,",SLITRK1,HGNC:20297,plasma membrane,PTPRS,HGNC:9681,HGNC:20297 HGNC:9681,
SLITRK2 PTPRD,Hou et al. 2020 (this publication),"25989451, 23345436,",SLITRK2,HGNC:13449,plasma membrane,PTPRD,HGNC:9668,HGNC:13449 HGNC:9668,
SLITRK2 PTPRS,Hou et al. 2020 (this publication),"23345436,",SLITRK2,HGNC:13449,plasma membrane,PTPRS,HGNC:9681,HGNC:13449 HGNC:9681,
SLITRK3 PTPRD,Hou et al. 2020 (this publication),"22286174, 23345436,",SLITRK3,HGNC:23501,plasma membrane,PTPRD,HGNC:9668,HGNC:23501 HGNC:9668,
SLITRK3 PTPRS,Hou et al. 2020 (this publication),"23345436,",SLITRK3,HGNC:23501,plasma membrane,PTPRS,HGNC:9681,HGNC:23501 HGNC:9681,
SLITRK5 PTPRD,Hou et al. 2020 (this publication),"26004511,",SLITRK5,HGNC:20295,plasma membrane,PTPRD,HGNC:9668,HGNC:20295 HGNC:9668,
SLITRK6 PTPRS,Hou et al. 2020 (this publication),"29934346,",SLITRK6,HGNC:23503,plasma membrane,PTPRS,HGNC:9681,HGNC:23503 HGNC:9681,
SLPI PLSCR1,Baccin et al. 2020 (RNA-Magnet),"19333378,",SLPI,HGNC:11092,secreted,PLSCR1,HGNC:9092,HGNC:11092 HGNC:9092,
SLPI PLSCR4,Baccin et al. 2020 (RNA-Magnet),"19333378,",SLPI,HGNC:11092,secreted,PLSCR4,HGNC:16497,HGNC:11092 HGNC:16497,
SLURP1 CHRNA7,Hou et al. 2020 (this publication),"29545933,",SLURP1,HGNC:18746,secreted,CHRNA7,HGNC:1960,HGNC:18746 HGNC:1960,
SNCA LAG3,Hou et al. 2020 (this publication),"27708076,",SNCA,HGNC:11138,secreted,LAG3,HGNC:6476,HGNC:11138 HGNC:6476,
SOST LRP4,Hou et al. 2020 (this publication),"19936252,",SOST,HGNC:13771,secreted,LRP4,HGNC:6696,HGNC:13771 HGNC:6696,
SOST LRP5,Ramilowski_2015_Literature_supported,"15778503,",SOST,HGNC:13771,secreted,LRP5,HGNC:6697,HGNC:13771 HGNC:6697,
SOST LRP6,Ramilowski_2015_Literature_supported,"15778503,",SOST,HGNC:13771,secreted,LRP6,HGNC:6698,HGNC:13771 HGNC:6698,
SOSTDC1 LRP4,Hou et al. 2020 (this publication),"20724449,",SOSTDC1,HGNC:21748,secreted,LRP4,HGNC:6696,HGNC:21748 HGNC:6696,
SOSTDC1 LRP5,Hou et al. 2020 (this publication),"20724449,",SOSTDC1,HGNC:21748,secreted,LRP5,HGNC:6697,HGNC:21748 HGNC:6697,
SOSTDC1 LRP6,Hou et al. 2020 (this publication),"20724449,",SOSTDC1,HGNC:21748,secreted,LRP6,HGNC:6698,HGNC:21748 HGNC:6698,
SPINK1 EGFR,Ramilowski_2015_Literature_supported,"21368222,",SPINK1,HGNC:11244,secreted,EGFR,HGNC:3236,HGNC:11244 HGNC:3236,
SPN SIGLEC1,Efremova et al. 2020 (CellphoneDB),"11238599,",SPN,HGNC:11249,plasma membrane,SIGLEC1,HGNC:11127,HGNC:11249 HGNC:11127,
SPON1 APP,Hou et al. 2020 (this publication),"14983046,",SPON1,HGNC:11252,secreted,APP,HGNC:620,HGNC:11252 HGNC:620,
SPON1 LRP8,Hou et al. 2020 (this publication),"21488757,",SPON1,HGNC:11252,secreted,LRP8,HGNC:6700,HGNC:11252 HGNC:6700,
SPON2 ITGA4,Hou et al. 2020 (this publication),"29440144,",SPON2,HGNC:11253,secreted,ITGA4,HGNC:6140,HGNC:11253 HGNC:6140,
SPON2 ITGA5,Hou et al. 2020 (this publication),"29440144,",SPON2,HGNC:11253,secreted,ITGA5,HGNC:6141,HGNC:11253 HGNC:6141,
SPON2 ITGAM,Hou et al. 2020 (this publication),"30869196,",SPON2,HGNC:11253,secreted,ITGAM,HGNC:6149,HGNC:11253 HGNC:6149,Ramilowski_2015_Putative
SPON2 ITGB1,Hou et al. 2020 (this publication),"29440144,",SPON2,HGNC:11253,secreted,ITGB1,HGNC:6153,HGNC:11253 HGNC:6153,
SPON2 ITGB2,Hou et al. 2020 (this publication),"30869196,",SPON2,HGNC:11253,secreted,ITGB2,HGNC:6155,HGNC:11253 HGNC:6155,Ramilowski_2015_Putative
SPP1 CD44,Ramilowski_2015_Literature_supported,"10657301,10657301, 12377945,",SPP1,HGNC:11255,secreted,CD44,HGNC:1681,HGNC:11255 HGNC:1681,CellphoneDB
SPP1 ITGA4,Ramilowski_2015_Literature_supported,"19417209,",SPP1,HGNC:11255,secreted,ITGA4,HGNC:6140,HGNC:11255 HGNC:6140,
SPP1 ITGA9,Ramilowski_2015_Literature_supported,"10593924,",SPP1,HGNC:11255,secreted,ITGA9,HGNC:6145,HGNC:11255 HGNC:6145,
SPP1 ITGAV,Ramilowski_2015_Literature_supported,"10835423,10835423, 7592829,",SPP1,HGNC:11255,secreted,ITGAV,HGNC:6150,HGNC:11255 HGNC:6150,
SPP1 ITGB1,Ramilowski_2015_Literature_supported,"10593924, 7592829,",SPP1,HGNC:11255,secreted,ITGB1,HGNC:6153,HGNC:11255 HGNC:6153,
SPP1 ITGB3,Hou et al. 2020 (this publication),"7592829,",SPP1,HGNC:11255,secreted,ITGB3,HGNC:6156,HGNC:11255 HGNC:6156,
SPP1 ITGB5,Hou et al. 2020 (this publication),"7592829,",SPP1,HGNC:11255,secreted,ITGB5,HGNC:6160,HGNC:11255 HGNC:6160,
SPX GALR2,Hou et al. 2020 (this publication),"30305242, 24517231,",SPX,HGNC:28139,secreted,GALR2,HGNC:4133,HGNC:28139 HGNC:4133,
SPX GALR3,Hou et al. 2020 (this publication),"30305242, 24517231,",SPX,HGNC:28139,secreted,GALR3,HGNC:4134,HGNC:28139 HGNC:4134,
SST SSTR1,Ramilowski_2015_Literature_supported,"8769372,9784130, 8769372, 9650799, 10598788, 9600011, 15333679, 7988476, 11520208, 9724791,1346068,",SST,HGNC:11329,secreted,SSTR1,HGNC:11330,HGNC:11329 HGNC:11330,
SST SSTR2,Ramilowski_2015_Literature_supported,"8702767,9784130, 8769372, 9650799, 10598788, 15333679, 7988476, 11520208, 9724791, 9652348,1346068,",SST,HGNC:11329,secreted,SSTR2,HGNC:11331,HGNC:11329 HGNC:11331,
SST SSTR3,Ramilowski_2015_Literature_supported,"8769372,9784130, 8769372, 9650799, 10598788, 15333679, 7988476, 11520208, 9724791, 8097479, 9600011,1337145,",SST,HGNC:11329,secreted,SSTR3,HGNC:11332,HGNC:11329 HGNC:11332,
SST SSTR4,Ramilowski_2015_Literature_supported,"8769372,9784130, 8769372, 9650799, 10598788, 9600011, 15333679, 7988476, 11520208, 9724791,8100352,",SST,HGNC:11329,secreted,SSTR4,HGNC:11333,HGNC:11329 HGNC:11333,
SST SSTR5,Ramilowski_2015_Literature_supported,"8769372,9784130, 8769372, 9650799, 10598788, 9600011, 15333679, 7988476, 11520208, 9724791, 9652348,7908405,",SST,HGNC:11329,secreted,SSTR5,HGNC:11334,HGNC:11329 HGNC:11334,
ST6GAL1 CD22,Cabello-Aguilar et al. 2020 (SingleCellSignalR),"1717156,",ST6GAL1,HGNC:10860,plasma membrane,CD22,HGNC:1643,HGNC:10860 HGNC:1643,
TAC1 TACR1,Ramilowski_2015_Literature_supported,"7557266, 12548712,11786503, 8985159, 1311270, 9190866, 8702757, 15265501,12548712,",TAC1,HGNC:11517,secreted,TACR1,HGNC:11526,HGNC:11517 HGNC:11526,
TAC1 TACR2,Ramilowski_2015_Literature_supported,"12954451, 7961636,11786503, 9190866, 7682062, 11137709,7961636, 10189055,",TAC1,HGNC:11517,secreted,TACR2,HGNC:11527,HGNC:11517 HGNC:11527,
TAC1 TACR3,Ramilowski_2015_Literature_supported,"9272936,1312036, 9190866, 11226387,9272936,",TAC1,HGNC:11517,secreted,TACR3,HGNC:11528,HGNC:11517 HGNC:11528,
TAC3 TACR1,Ramilowski_2015_Literature_supported,"8925404,9190866,12727971,",TAC3,HGNC:11521,secreted,TACR1,HGNC:11526,HGNC:11521 HGNC:11526,
TAC3 TACR2,Ramilowski_2015_Literature_supported,"8925404,9190866, 7682062,7961636, 10189055,",TAC3,HGNC:11521,secreted,TACR2,HGNC:11527,HGNC:11521 HGNC:11527,
TAC3 TACR3,Ramilowski_2015_Literature_supported,"7557266, 8990205,1312036, 2176308, 9190866, 11226387,8990205, 10189055, 10866201,",TAC3,HGNC:11521,secreted,TACR3,HGNC:11528,HGNC:11521 HGNC:11528,
TAC4 TACR1,Ramilowski_2015_Literature_supported,"11062498, 15224188,11786503,",TAC4,HGNC:16641,secreted,TACR1,HGNC:11526,HGNC:16641 HGNC:11526,
TAC4 TACR2,Ramilowski_2015_Literature_supported,"11786503,",TAC4,HGNC:16641,secreted,TACR2,HGNC:11527,HGNC:16641 HGNC:11527,
TAC4 TACR3,Ramilowski_2015_Literature_supported,"11786503,11786503,",TAC4,HGNC:16641,secreted,TACR3,HGNC:11528,HGNC:16641 HGNC:11528,
TAFA4 FPR1,Hou et al. 2020 (this publication),"25109685,",TAFA4,HGNC:21591,secreted,FPR1,HGNC:3826,HGNC:21591 HGNC:3826,
TCN1 CD320,Hou et al. 2020 (this publication),"27411955,",TCN1,HGNC:11652,secreted,CD320,HGNC:16692,HGNC:11652 HGNC:16692,
TCTN1 TMEM67,Ramilowski_2015_Literature_supported,"21725307,",TCTN1,HGNC:26113,secreted,TMEM67,HGNC:28396,HGNC:26113 HGNC:28396,
TDGF1 ACVR1B,Ramilowski_2015_Literature_supported,"11909953,",TDGF1,HGNC:11701,secreted,ACVR1B,HGNC:172,HGNC:11701 HGNC:172,
TDGF1 ACVR2A,Ramilowski_2015_Literature_supported,"12682303,",TDGF1,HGNC:11701,secreted,ACVR2A,HGNC:173,HGNC:11701 HGNC:173,
TF TFR2,Ramilowski_2015_Literature_supported,"11027676,",TF,HGNC:11740,secreted,TFR2,HGNC:11762,HGNC:11740 HGNC:11762,
TF TFRC,Ramilowski_2015_Literature_supported,"6270680,12210842, 6268632, 16354665,",TF,HGNC:11740,secreted,TFRC,HGNC:11763,HGNC:11740 HGNC:11763,
TFF2 CXCR4,Hou et al. 2020 (this publication),"23183167, 19064997,",TFF2,HGNC:11756,secreted,CXCR4,HGNC:2561,HGNC:11756 HGNC:2561,
TFF3 ACKR3,Hou et al. 2020 (this publication),"26780310,",TFF3,HGNC:11757,secreted,ACKR3,HGNC:23692,HGNC:11757 HGNC:23692,
TFF3 CXCR4,Hou et al. 2020 (this publication),"26780310,",TFF3,HGNC:11757,secreted,CXCR4,HGNC:2561,HGNC:11757 HGNC:2561,
TFPI LRP1,Ramilowski_2015_Literature_supported,"8824219,",TFPI,HGNC:11760,secreted,LRP1,HGNC:6692,HGNC:11760 HGNC:6692,
TFPI VLDLR,Ramilowski_2015_Literature_supported,"11278667,",TFPI,HGNC:11760,secreted,VLDLR,HGNC:12698,HGNC:11760 HGNC:12698,
TG ASGR1,Ramilowski_2015_Literature_supported,"12477859,",TG,HGNC:11764,secreted,ASGR1,HGNC:742,HGNC:11764 HGNC:742,
TG LRP2,Ramilowski_2015_Literature_supported,"9492085,",TG,HGNC:11764,secreted,LRP2,HGNC:6694,HGNC:11764 HGNC:6694,
TGFA EGFR,Ramilowski_2015_Literature_supported,"3018723,12297049,",TGFA,HGNC:11765,secreted,EGFR,HGNC:3236,HGNC:11765 HGNC:3236,CellphoneDB
TGFA ERBB2,Ramilowski_2015_Literature_supported,"10918572,",TGFA,HGNC:11765,secreted,ERBB2,HGNC:3430,HGNC:11765 HGNC:3430,
TGFA ERBB4,Ramilowski_2015_Literature_supported,"10918572,",TGFA,HGNC:11765,secreted,ERBB4,HGNC:3432,HGNC:11765 HGNC:3432,
TGFB1 ACVRL1,Ramilowski_2015_Literature_supported,"10716993,10716993,",TGFB1,HGNC:11766,secreted,ACVRL1,HGNC:175,HGNC:11766 HGNC:175,
TGFB1 ENG,Ramilowski_2015_Literature_supported,"12015308,",TGFB1,HGNC:11766,secreted,ENG,HGNC:3349,HGNC:11766 HGNC:3349,
TGFB1 ITGAV,Ramilowski_2015_Literature_supported,"11970960,",TGFB1,HGNC:11766,secreted,ITGAV,HGNC:6150,HGNC:11766 HGNC:6150,
TGFB1 ITGB6,Ramilowski_2015_Literature_supported,"10025398,",TGFB1,HGNC:11766,secreted,ITGB6,HGNC:6161,HGNC:11766 HGNC:6161,
TGFB1 ITGB8,Ramilowski_2015_Literature_supported,"11970960,",TGFB1,HGNC:11766,secreted,ITGB8,HGNC:6163,HGNC:11766 HGNC:6163,
TGFB1 SDC2,Ramilowski_2015_Literature_supported,"14976204,",TGFB1,HGNC:11766,secreted,SDC2,HGNC:10659,HGNC:11766 HGNC:10659,
TGFB1 TGFBR1,Ramilowski_2015_Literature_supported,"12809600,8235612,",TGFB1,HGNC:11766,secreted,TGFBR1,HGNC:11772,HGNC:11766 HGNC:11772,
TGFB1 TGFBR2,Ramilowski_2015_Literature_supported,"12809600, 10716993,7935686,",TGFB1,HGNC:11766,secreted,TGFBR2,HGNC:11773,HGNC:11766 HGNC:11773,
TGFB1 TGFBR3,Ramilowski_2015_Literature_supported,"7935686,",TGFB1,HGNC:11766,secreted,TGFBR3,HGNC:11774,HGNC:11766 HGNC:11774,CellphoneDB_flipped
TGFB1 VASN,Hou et al. 2020 (this publication),"15247411, 21170088,",TGFB1,HGNC:11766,secreted,VASN,HGNC:18517,HGNC:11766 HGNC:18517,
TGFB2 ACVR1,Baccin et al. 2020 (RNA-Magnet),"21102460,",TGFB2,HGNC:11768,secreted,ACVR1,HGNC:171,HGNC:11768 HGNC:171,
TGFB2 ENG,Ramilowski_2015_Literature_supported,"12015308,",TGFB2,HGNC:11768,secreted,ENG,HGNC:3349,HGNC:11768 HGNC:3349,
TGFB2 TGFBR1,Ramilowski_2015_Literature_supported,"12809600,11157754,",TGFB2,HGNC:11768,secreted,TGFBR1,HGNC:11772,HGNC:11768 HGNC:11772,
TGFB2 TGFBR2,Ramilowski_2015_Literature_supported,"12809600,8106553, 11157754,",TGFB2,HGNC:11768,secreted,TGFBR2,HGNC:11773,HGNC:11768 HGNC:11773,
TGFB2 TGFBR3,Ramilowski_2015_Literature_supported,"12809600,11157754,",TGFB2,HGNC:11768,secreted,TGFBR3,HGNC:11774,HGNC:11768 HGNC:11774,CellphoneDB
TGFB3 ACVRL1,Ramilowski_2015_Literature_supported,"11850637,10187774,",TGFB3,HGNC:11769,secreted,ACVRL1,HGNC:175,HGNC:11769 HGNC:175,
TGFB3 ENG,Ramilowski_2015_Literature_supported,"9872992,",TGFB3,HGNC:11769,secreted,ENG,HGNC:3349,HGNC:11769 HGNC:3349,
TGFB3 TGFBR1,Ramilowski_2015_Literature_supported,"11850637, ",TGFB3,HGNC:11769,secreted,TGFBR1,HGNC:11772,HGNC:11769 HGNC:11772,
TGFB3 TGFBR2,Ramilowski_2015_Literature_supported,"11850637,11850637, 11382746, 12729750, 8106553,",TGFB3,HGNC:11769,secreted,TGFBR2,HGNC:11773,HGNC:11769 HGNC:11773,
TGFB3 TGFBR3,Ramilowski_2015_Literature_supported,"11382746,",TGFB3,HGNC:11769,secreted,TGFBR3,HGNC:11774,HGNC:11769 HGNC:11774,CellphoneDB_flipped
TGM2 ADGRG1,Ramilowski_2015_Literature_supported,"16757564,",TGM2,HGNC:11778,secreted,ADGRG1,HGNC:4512,HGNC:11778 HGNC:4512,
TGM2 ITGB1,Ramilowski_2015_Literature_supported,"10684262,",TGM2,HGNC:11778,secreted,ITGB1,HGNC:6153,HGNC:11778 HGNC:6153,
TGM2 ITGB3,Ramilowski_2015_Literature_supported,"10684262,",TGM2,HGNC:11778,secreted,ITGB3,HGNC:6156,HGNC:11778 HGNC:6156,
TGM2 SDC4,Ramilowski_2015_Literature_supported,"23499501,",TGM2,HGNC:11778,secreted,SDC4,HGNC:10661,HGNC:11778 HGNC:10661,
